query	class
list all my open apricot From 17th April and 1st of May	1
what are all the lessons learnts for this month	2
UX architect in oracle	3
list all my risks between 1st of May and 2nd of December	1
list all the competencies for this week	2
oracle architect with experience more than 3 years	3
SCALA workshop in mumbai on next tuesday	0
scala related architect with experience less than 10 years	3
what are all my upcoming events I am speaking for next week	0
what are all my open apricot From 17th April and 1st of May	1
.net best practice on this Saturday	2
SCALA corporates in mumbai for this week	0
list all my apricots today	1
Python conference in newyork for next month	0
competencie in oracle for next month	2
analyst in scala with 2-7 years of experience	3
UX trainings in mumbai on wednesday	0
list all my events in london tomorrow	0
UX analyst in oracle	3
my project apricot From 17th April and 1st of May	1
list all my apricots between 1st of May and 2nd of December	1
case studies available in scala	2
scala related analyst with 5+ years of experience	3
scala developer with experience more than 3 years	3
analyst with experience more than 3 years in scala	3
list all conferences I am speaking From 17th April and 1st of May	0
android analyst	3
SAP developer with 2-7 years of experience	3
list all my in progress tasks on Monday	1
oracle celebration happening in chennai for next week	0
list all the lessons learnts on next tuesday	2
what are all my upcoming celebration in mumbai tomorrow	0
designers in oracle with 5 years of experience	3
what are all my open risks between 1st of May and 2nd of December	1
list all celebrations in mumbai for this month	0
UX workshop in Chennai From 17th April and 1st of May	0
list all my initiated risk on next tuesday	1
who are all the lead with experience less than 10 years	3
proposals for this month	2
my courses on wednesday	2
what are all my in progress risk on wednesday	1
what are all my recommended trainings I am participating on thursday	0
android architects in oracle	3
.net white papers on wednesday	2
courses in oracle on Monday	2
what are all my in progress apricots on thursday	1
oracle white paper today	2
my issue between 1st of May and 2nd of December	1
my project workshops in bangalore for next month	0
what are all my in progress issues on wednesday	1
my project apricots tomorrow	1
oracle trainings for next month	2
my risks tomorrow	1
developer with experience more than 3 years in ajax	3
risk between 1st of May and 2nd of December	1
scala related architects with 5+ years of experience	3
android analyst in java	3
what are all my in progress apricot on wednesday	1
scala analyst with 2-7 years of experience	3
scala related designers with 5 years of experience	3
Python celebrations happening in chennai	0
oracle corporate I am speaking on next tuesday	0
scala related leads in oracle	3
oracle designers	3
.net proposal on next tuesday	2
java related proposals tomorrow	2
oracle course on thursday	2
list all my recommended corporates in newyork on next tuesday	0
java developer with experience less than 10 years	3
list all my project celebration in Chennai on Monday	0
UX designer with 5 years of experience	3
lead in java with 5+ years of experience	3
competencies available in scala on this Saturday	2
apricot on 21st April	1
SAP trainings today	2
what are all my in progress tasks tomorrow	1
java events in bangalore on wednesday	0
what are all my initiated task for this month	1
SAP best practices for this week	2
list all events on 21st April	0
ajax experts with 5 years of experience	3
java course	2
list all my upcoming trainings in mumbai on thursday	0
what are all my closed apricots on next tuesday	1
scala related analyst with experience more than 3 years	3
java analyst	3
java related best practices on 21st April	2
Python trainings in london for next week	0
scala related proposal tomorrow	2
what are all my closed risk on 21st April	1
SAP course for next week	2
designers with experience more than 3 years in scala	3
SCALA event in bangalore on next tuesday	0
my project apricot on thursday	1
list all my project risks tomorrow	1
UI trainings happening in chennai for next month	0
what are all my upcoming conference in bangalore on 21st April	0
list all my events in london on next tuesday	0
list all my open issues for this week	1
what are all my initiated risks on this Saturday	1
my project issues on next tuesday	1
list all the architects with 5 years of experience	3
risks From 17th April and 1st of May	1
list all my initiated tasks for next month	1
analyst with 5 years of experience in java	3
best practices available in scala for next month	2
what are all the celebration in mumbai on thursday	0
list all my initiated task on Monday	1
java related white papers on thursday	2
scala related expert with 5 years of experience	3
what are all my in progress risk on Monday	1
proposal published in java between 1st of May and 2nd of December	2
.net training on thursday	2
oracle white paper on wednesday	2
what are all the conferences I am organizing between 1st of May and 2nd of December	0
UI corporates I am organizing for next week	0
java course on thursday	2
scala architects with 5+ years of experience	3
list all the lead in ajax	3
expert with 5 years of experience	3
SCALA corporate in newyork for next week	0
ajax designers	3
list all my upcoming celebration happening in chennai	0
Python events I am organizing for this week	0
IBelong conferences I am participating on wednesday	0
my tasks tomorrow	1
list all my conference in mumbai on wednesday	0
oracle training From 17th April and 1st of May	2
SAP competencies on Monday	2
what are all my upcoming workshop in bangalore for this month	0
what are all my upcoming trainings happening in chennai on next tuesday	0
ajax lessons learnts	2
scala lessons learnts on thursday	2
ajax developers with 5 years of experience	3
list all my project workshop I am organizing between 1st of May and 2nd of December	0
what are all my initiated issues on Monday	1
what are all my closed issues today	1
java designer with 5 years of experience	3
ajax best practice between 1st of May and 2nd of December	2
apricot for this week	1
list all my project apricot for next week	1
list all workshop I am speaking on 21st April	0
experts with 2-7 years of experience in java	3
architects with experience more than 3 years	3
competencie on Monday	2
what are all my initiated task for next month	1
tasks From 17th April and 1st of May	1
list all my project apricot for next month	1
scala related case studie on thursday	2
what are all the best practice today	2
my task between 1st of May and 2nd of December	1
UI workshops in mumbai on wednesday	0
white paper in ajax on wednesday	2
scala analyst with 5 years of experience	3
SAP course From 17th April and 1st of May	2
list all my upcoming celebration in london on 21st April	0
list all my recommended conferences I am speaking for this week	0
list all my initiated risk today	1
competencie in oracle today	2
what are all my in progress apricots on next tuesday	1
list all my upcoming workshop I am participating for this week	0
scala training on this Saturday	2
list all my apricots for next month	1
what are all my closed tasks for this month	1
what are all my closed apricots on this Saturday	1
my best practices on wednesday	2
android designers in scala	3
ajax expert with experience more than 3 years	3
risk for next month	1
SAP designers with experience more than 3 years	3
java related proposals between 1st of May and 2nd of December	2
competencie available in scala between 1st of May and 2nd of December	2
scala related expert with 2-7 years of experience	3
.net competencies today	2
d&i events on 21st April	0
java leads with 2-7 years of experience	3
what are all my in progress apricot on this Saturday	1
d&i corporates in Chennai on this Saturday	0
what are all my initiated issue for this week	1
oracle workshops happening in chennai	0
scala case studies tomorrow	2
UX trainings I am participating tomorrow	0
scala courses for next week	2
list all my initiated issue From 17th April and 1st of May	1
oracle events in Chennai for next week	0
.net architect in java	3
list all my project risks for next month	1
UX architect with 5+ years of experience	3
best practice in ajax for next month	2
oracle white papers for next week	2
java related lessons learnts on 21st April	2
UI workshop I am organizing between 1st of May and 2nd of December	0
Hub corporates in london From 17th April and 1st of May	0
ajax course on thursday	2
expert with 5+ years of experience	3
scala related leads with experience more than 3 years	3
my project issues for this month	1
scala case studie	2
android designer in ajax	3
list all my risks on wednesday	1
my project issues today	1
java best practices for next month	2
d&i corporate I am organizing for this week	0
list all my initiated risk on wednesday	1
list all my recommended corporate in newyork tomorrow	0
scala course for this month	2
my course on thursday	2
best practices available in scala tomorrow	2
IBelong celebrations I am participating today	0
what are all the trainings in Chennai between 1st of May and 2nd of December	0
my trainings on Monday	2
UX event I am participating for this week	0
Hub training in mumbai between 1st of May and 2nd of December	0
java lead in oracle	3
list all my project conferences for this week	0
UX celebration in mumbai	0
risks on thursday	1
SAP designer in oracle	3
what are all my upcoming event in Chennai	0
scala related lead with 5 years of experience	3
list all the training for next week	2
my project apricot for next week	1
what are all my recommended workshops I am speaking on wednesday	0
list all my initiated apricot on 21st April	1
scala designers in ajax	3
my white paper today	2
list all trainings I am organizing	0
case studies published in java on next tuesday	2
my project task for this week	1
oracle best practice on this Saturday	2
UX trainings I am speaking on 21st April	0
scala expert with experience more than 3 years	3
android lead in ajax	3
SAP best practices on 21st April	2
what are all my upcoming conferences in mumbai for this month	0
what are all my closed issue for next week	1
list all my recommended event in mumbai on 21st April	0
my training in Chennai for next month	0
android developer with 5 years of experience	3
who are all the architect with experience less than 10 years	3
SCALA workshop on 21st April	0
oracle event I am organizing between 1st of May and 2nd of December	0
who are all the designer with 5+ years of experience	3
ajax white papers on Monday	2
tasks on next tuesday	1
list all the experts with 2-7 years of experience	3
risk tomorrow	1
oracle developers with experience less than 10 years	3
list all my trainings in bangalore on 21st April	0
oracle lead in ajax	3
list all my in progress tasks for next week	1
what are all my upcoming conferences in Chennai for this week	0
java celebrations in Chennai tomorrow	0
competencie in oracle tomorrow	2
what are all my closed risk tomorrow	1
what are all my in progress apricot on Monday	1
list all my recommended conference in london on 21st April	0
oracle trainings I am speaking for next week	0
java analysts with 5 years of experience	3
IBelong conferences on wednesday	0
oracle experts in ajax	3
java competencie on next tuesday	2
java best practice on this Saturday	2
SAP architect in oracle	3
my training in london for next week	0
UX architect with 2-7 years of experience	3
developer in ajax with 2-7 years of experience	3
oracle trainings From 17th April and 1st of May	2
my project apricots for this week	1
scala related courses	2
iOS analyst	3
what are all the white paper on next tuesday	2
competencie in ajax on next tuesday	2
lessons learnt published in java on this Saturday	2
android experts with 5 years of experience	3
trainings published in java between 1st of May and 2nd of December	2
Python corporate in london on next tuesday	0
java related best practice on 21st April	2
white papers published in java for next week	2
what are all the workshop in newyork on thursday	0
UI workshops in bangalore on Monday	0
scala related proposals on 21st April	2
designer with 5 years of experience in java	3
ajax course on wednesday	2
what are all my initiated tasks From 17th April and 1st of May	1
list all my apricot for this month	1
best practices published in java for next week	2
list all my project risks for this month	1
training published in java on Monday	2
list all training in london on thursday	0
list all my project apricots on this Saturday	1
lead in java	3
UX leads in ajax	3
what are all the case studies for next month	2
my risk on next tuesday	1
what are all my recommended workshop I am participating on 21st April	0
ajax expert	3
competencie available in scala on Monday	2
list all my open issue on next tuesday	1
.net proposals for next month	2
scala case studies on Monday	2
