query	class
what are all my recommended celebration happening in chennai on this Saturday	0
SCALA conference I am organizing for this week	0
what are all my recommended conferences I am participating	0
.net courses on 21st April	2
list all my recommended celebrations I am participating	0
what are all the course on Monday	2
list all my project celebration for next month	0
my white paper for this week	2
SCALA trainings I am participating tomorrow	0
SCALA conference in Chennai today	0
UX trainings I am speaking between 1st of May and 2nd of December	0
Hub event I am participating on this Saturday	0
oracle conferences in bangalore today	0
Python trainings in bangalore today	0
my workshops in bangalore on thursday	0
.net best practice for this week	2
oracle conference in bangalore on this Saturday	0
list all my recommended workshop in london for this week	0
what are all my upcoming corporates in london on next tuesday	0
d&i workshops in bangalore on wednesday	0
list all my recommended conference in Chennai on next tuesday	0
list all celebrations I am organizing between 1st of May and 2nd of December	0
list all my recommended corporate in newyork for this week	0
oracle case studies on this Saturday	2
risks on next tuesday	1
SCALA conferences in Chennai From 17th April and 1st of May	0
list all my events I am speaking From 17th April and 1st of May	0
Python trainings happening in chennai tomorrow	0
Python corporate in mumbai on Monday	0
list all my upcoming corporate in bangalore today	0
UX celebrations in mumbai for this week	0
Python trainings I am speaking on next tuesday	0
what are all my recommended celebration I am participating on Monday	0
Hub conferences in bangalore on thursday	0
d&i training I am organizing on next tuesday	0
java corporate I am organizing	0
my training between 1st of May and 2nd of December	0
what are all the conference I am participating on next tuesday	0
SCALA event in bangalore	0
oracle workshops in Chennai today	0
what are all my recommended workshops in london today	0
my project trainings in Chennai for next month	0
list all my project event in Chennai today	0
list all my recommended conference I am speaking for next week	0
what are all my recommended trainings I am speaking for this month	0
list all my recommended celebration I am participating between 1st of May and 2nd of December	0
SCALA conferences I am speaking on 21st April	0
java trainings I am organizing on thursday	0
IBelong training I am participating From 17th April and 1st of May	0
what are all my recommended event in Chennai on 21st April	0
IBelong conferences I am organizing on next tuesday	0
training available in scala between 1st of May and 2nd of December	2
Python workshops happening in chennai	0
my course for this week	2
list all my upcoming events I am participating	0
what are all my upcoming event I am organizing on thursday	0
UX celebrations in bangalore on thursday	0
java conferences in london tomorrow	0
Hub corporates I am participating on Monday	0
UX training in mumbai on Monday	0
list all my recommended events I am speaking From 17th April and 1st of May	0
UX workshop I am participating for this week	0
what are all my upcoming event for this week	0
oracle workshops I am speaking on Monday	0
what are all my recommended celebrations I am speaking today	0
SCALA training in newyork for next month	0
my project celebration in mumbai for next month	0
list all corporate in bangalore today	0
what are all my recommended event in mumbai for this month	0
list all trainings happening in chennai for next month	0
list all my conference in london for this week	0
Python conferences in Chennai on this Saturday	0
list all my project workshop in london on wednesday	0
d&i celebration in newyork for this month	0
apricots for next week	1
list all my recommended training in newyork between 1st of May and 2nd of December	0
what are all the corporate in newyork tomorrow	0
Python conference in Chennai for next week	0
what are all my upcoming training for this month	0
my trainings in bangalore on thursday	0
UI celebrations in bangalore for this month	0
SCALA celebrations From 17th April and 1st of May	0
what are all my upcoming training in newyork on wednesday	0
SCALA trainings in mumbai on thursday	0
list all my issues on wednesday	1
UI events in Chennai on wednesday	0
SCALA conference I am speaking on 21st April	0
lessons learnts published in java on thursday	2
ajax course for next month	2
list all the competencie on thursday	2
corporates I am participating	0
Hub event in bangalore on wednesday	0
SAP competencie on thursday	2
my events in london for this month	0
java related case studies on thursday	2
d&i event in bangalore between 1st of May and 2nd of December	0
java related lessons learnts on Monday	2
list all my project trainings I am participating for next week	0
list all my project trainings happening in chennai between 1st of May and 2nd of December	0
java celebrations in Chennai for next week	0
Python training in bangalore today	0
list all my project conference I am participating tomorrow	0
Python workshop in newyork on thursday	0
IBelong celebration in mumbai From 17th April and 1st of May	0
list all my event I am speaking on wednesday	0
my project event in newyork on wednesday	0
lessons learnt published in java on next tuesday	2
ajax competencie for next week	2
courses on this Saturday	2
SCALA trainings for next month	0
issue for next week	1
what are all my recommended event in newyork on Monday	0
SCALA celebration in london for next week	0
java training I am organizing for this week	0
UX trainings in london From 17th April and 1st of May	0
list all my celebration in london on this Saturday	0
