query	class
list all my tasks for next month	0
IBelong conferences for next week	1
ajax competencies for this month	0
list all my events happening in chennai on this Saturday	1
list all my closed risk for next week	0
java related proposals	0
lessons learnts available in scala on next tuesday	0
oracle training in bangalore	1
list all my project training in london From 17th April and 1st of May	1
SCALA corporate in newyork on wednesday	1
d&i event I am speaking for next month	1
UX developer in scala	0
what are all my recommended events I am speaking tomorrow	1
what are all my closed apricot on Monday	0
.net best practices for next month	0
competencie on Monday	0
list all my corporates in london for this week	1
java workshop I am speaking on next tuesday	1
iOS architects with experience more than 3 years	0
list all the expert in ajax	0
developers in java with experience less than 10 years	0
list all my recommended celebration happening in chennai From 17th April and 1st of May	1
list all workshops in newyork	1
oracle competencie tomorrow	0
.net analyst with experience less than 10 years	0
java events I am participating on thursday	1
list all my event I am participating between 1st of May and 2nd of December	1
my project workshop in Chennai	1
java conferences I am organizing for this month	1
UX celebrations in bangalore From 17th April and 1st of May	1
Python workshop I am organizing on thursday	1
oracle conference in newyork for this month	1
oracle conferences I am speaking for next month	1
java celebrations I am organizing on next tuesday	1
list all my workshops in Chennai on Monday	1
what are all my in progress apricots between 1st of May and 2nd of December	0
Python celebrations between 1st of May and 2nd of December	1
android developers with experience less than 10 years	0
oracle course for next month	0
what are all the competencies on Monday	0
what are all my upcoming trainings in london on 21st April	1
IBelong conference I am speaking between 1st of May and 2nd of December	1
UI celebration in london today	1
oracle white paper for this week	0
what are all my in progress apricots for next month	0
list all my upcoming conference I am organizing on thursday	1
my project events happening in chennai on 21st April	1
IBelong training I am speaking on wednesday	1
workshop in london	1
UX experts in java	0
list all my upcoming event in newyork on 21st April	1
what are all the celebrations in london for next month	1
UX corporate in london on wednesday	1
my training I am participating on wednesday	1
UI trainings I am speaking on thursday	1
IBelong corporates in Chennai between 1st of May and 2nd of December	1
UI celebrations I am organizing on Monday	1
my workshop in london on next tuesday	1
SCALA workshop I am speaking tomorrow	1
UI celebration in bangalore on 21st April	1
list all my project corporate for this month	1
my project events in mumbai tomorrow	1
scala related architect with experience less than 10 years	0
SCALA conference I am speaking on wednesday	1
.net best practices for this week	0
what are all my closed issues on Monday	0
scala related proposal on this Saturday	0
my white paper between 1st of May and 2nd of December	0
what are all my in progress task on thursday	0
java related case studies on next tuesday	0
ajax analysts in oracle	0
list all my project celebrations I am organizing between 1st of May and 2nd of December	1
what are all the competencie tomorrow	0
list all my closed risks tomorrow	0
my workshop in newyork on this Saturday	1
list all my workshop in bangalore on this Saturday	1
d&i conference in mumbai	1
list all my in progress apricots today	0
what are all my recommended celebrations I am organizing between 1st of May and 2nd of December	1
what are all the conference I am organizing on this Saturday	1
list all my upcoming training in Chennai on wednesday	1
lead in ajax with experience more than 3 years	0
java conference I am speaking between 1st of May and 2nd of December	1
java workshops happening in chennai for next month	1
trainings in oracle on next tuesday	1
Hub event in Chennai for next month	1
what are all my in progress task for this week	0
oracle events for this week	1
d&i workshop happening in chennai for this month	1
what are all my in progress tasks on 21st April	0
what are all the course on next tuesday	0
SAP training between 1st of May and 2nd of December	1
lessons learnt between 1st of May and 2nd of December	0
oracle analysts with experience more than 3 years	0
list all my corporate in Chennai on thursday	1
d&i corporates in newyork for this week	1
list all my project corporate in london on thursday	1
d&i corporates in bangalore today	1
SAP white paper on 21st April	0
iOS architect	0
IBelong celebrations I am participating on next tuesday	1
SCALA corporates happening in chennai on thursday	1
d&i corporates in Chennai From 17th April and 1st of May	1
proposal From 17th April and 1st of May	0
ajax courses for next week	0
list all conference on this Saturday	1
oracle corporate I am speaking on this Saturday	1
competencies between 1st of May and 2nd of December	0
Hub event happening in chennai for next month	1
my project corporate happening in chennai today	1
what are all the competencies for this week	0
scala proposal From 17th April and 1st of May	0
what are all my open issue today	0
designers with experience less than 10 years in oracle	0
SCALA events in mumbai From 17th April and 1st of May	1
UI workshops in mumbai tomorrow	1
white papers in oracle for this week	0
what are all my upcoming celebrations I am participating From 17th April and 1st of May	1
